e583e716f2301a3270c51416ea30588fa062f3ab	e583e716f	2026-02-18T18:00:07Z	perf(test): use expect.poll for background abort completion
6f273d5e2a8b8b64695e77734e37860fde6c1709	6f273d5e2	2026-02-18T17:57:48Z	perf(test): replace send-keys session polling loop
cd8eb079e3c3ecf3928e1327222f8d10f82afca8	cd8eb079e	2026-02-18T17:53:33Z	perf(test): replace subagent lifecycle polling helper
c68d1073b5ab01b3bae468e8e95f8fddbed5289d	c68d1073b	2026-02-18T17:51:38Z	perf(test): replace claude runner call polling loop
a82ceb81d27a4671979beeba2681209ab79731a0	a82ceb81d	2026-02-18T17:48:51Z	perf(test): replace sessions e2e yield loops with waitFor
95aa5480a0ef4a6ad43266f93eceba745f15ced8	95aa5480a	2026-02-18T17:48:02Z	fix(telegram): correct onboarding import for chat lookup helper
d67942af1e94c7c2bfa95a73b33b1b32b354f865	d67942af1	2026-02-18T17:48:02Z	refactor(telegram): share getChat id lookup helper
6187e2afbded0789c48ce89646b0c3346f68fb5c	6187e2afb	2026-02-18T17:48:02Z	refactor(gateway): share gmail watcher startup flow
e702a9eb52a2aa617eee491ebc0b0b590b330c86	e702a9eb5	2026-02-18T17:48:02Z	refactor(channels): share account action gate resolution
b73a2de9f6137a01f9cac5d94b164cce7f798367	b73a2de9f	2026-02-18T17:48:02Z	refactor(infra): reuse shared home prefix expansion
b51166e879a96c7cbaa139cdb8dbbf024d1765cb	b51166e87	2026-02-18T17:48:02Z	refactor(browser): share control lifecycle helpers
005e1d5fd1eb647f63ff7493ceadf0e461765305	005e1d5fd	2026-02-18T17:48:02Z	refactor(cli): share styled select prompt helper
8b48e0c615b8d9fe3f0e791b4470cb84794d07b4	8b48e0c61	2026-02-18T17:48:02Z	refactor(shared): reuse requirement remote context type
7b2697bd4dddbd19dbaa8570507a9fe92e365e3f	7b2697bd4	2026-02-18T17:48:01Z	refactor(auto-reply): reuse native command spec mapping
f46bcbe16d3329c7b431ec0e057d99521387f87b	f46bcbe16	2026-02-18T17:48:01Z	refactor(auto-reply): share slash set/unset command parsing
fedebc245ea0b5cba59ec91b07171e35ec883fcf	fedebc245	2026-02-18T17:47:13Z	fix(protocol): align bool-first AnyCodable equality/hash dispatch (#20233)
8f079afb385333c7a4179a2aeab756d6bb48d33c	8f079afb3	2026-02-18T17:46:39Z	perf(test): remove timer usage in command queue ordering test
6d15d01446c1c59e71ddc44cb6b1340e4bca129a	6d15d0144	2026-02-18T17:44:44Z	perf(test): replace relay list polling loop with expect.poll
5d81c3ead6da4e413eb43dea5a2e780b8d0cf56b	5d81c3ead	2026-02-18T17:43:06Z	perf(test): remove timer sleeps from concurrency test
e9b4d86e37bf1c210700f2e4071551d0fa4b8316	e9b4d86e3	2026-02-18T17:39:54Z	fix(protocol): preserve AnyCodable booleans from JSON bridge (#20220)
05173ec53abbda2b46250ade93ba452ae43d180e	05173ec53	2026-02-18T17:37:26Z	perf(test): use fs.rm retry options in cron teardown
aa3dfe8216e1b7fdda50427a3cfd7a8fdcb0696e	aa3dfe821	2026-02-18T17:35:13Z	perf(test): replace role-update signal polling with waitFor
d16621f608ef68c1632921ae307a35b7144224ce	d16621f60	2026-02-18T17:33:25Z	fix(test): annotate mock web listener return type
9c125c6c1f6e8edac76b7c365aefda319fd7b0b8	9c125c6c1	2026-02-18T17:31:59Z	perf(test): remove unnecessary qmd export delay
f9e67f3f4cd30ed3297041c90471ef650092bdae	f9e67f3f4	2026-02-18T17:28:25Z	perf(test): replace gateway chat polling loops with waitFor
e8e47ff00ee2793e098cf252d4ba6618033203cf	e8e47ff00	2026-02-18T17:26:05Z	perf(test): replace manual log polling with vi.waitFor
8ab90858baabf766784481b09b2c5a11252a744c	8ab90858b	2026-02-18T17:23:44Z	refactor(auto-reply): share command action arg formatting
0a783315360cb17774364f6ec5dee51900a905f4	0a7833153	2026-02-18T17:23:44Z	refactor(infra): share shell env timeout normalization
5ae4595bb9cc33e3caa68d661f1ab5ceb4053e86	5ae4595bb	2026-02-18T17:23:44Z	refactor(plugins): reuse plugin service runtime context
64a10e64e40ba07bba07b008e82df11fed8d1fb4	64a10e64e	2026-02-18T17:22:18Z	perf(test): replace reconnect polling sleeps with waitFor
0d25b6a31761394ef7b9296e15855014eb6fed94	0d25b6a31	2026-02-18T17:20:35Z	perf(test): remove fixed sleeps in async test flows
00e32cf04a464167bdbcdbd6e367ed8ea4629ab1	00e32cf04	2026-02-18T17:16:36Z	test(auto-reply): type set/unset action helper expectations
28d49b8d44463a80cad81a7aefb000ffc6686741	28d49b8d4	2026-02-18T17:13:47Z	refactor(auth-profiles): reuse cooldown timestamp resolver
